ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
993,social distancing,You guys that made your hair before this whole social distancing thing blew up are so lucky!,,,,_Notatrophywife
994,social distancing,"Multiple periods of social distancing will be needed to beat #coronavirus, Harvard researchers say",Harvard,,,ChristianPost
995,social distancing,#LOVE still wins,,,,640FoxNewsATL
996,social distancing,"@jaketapper This is obviously bad for the nurses and doctors, but doesn't it fly in the face of social distancing?…",,,,bcloud1967
997,social distancing,@bees_andcheese limitless should be social distancing from chain kor. version,,,,cherryneos
998,social distancing,#WhileIAmOnTheCrapper I'm praying that my co workers will someday practice social distancing.,,,,Aaron__keenan
999,social distancing,"@OliviaWrites That really surprises me, because of all places I would have imagined Sweden would have been on top o…",Sweden,Sweden,,YesItsNicolaC
1000,social distancing,Social distancing evenings are for doing the things you’d never have the time for before ??,,,,carithomas1
1001,social distancing,Love this. @hotelsdotcom ????,,,,sheilawalshVO
1002,social distancing,"@paikman8 @GovMikeDeWine @DrAmyActon No man, the conclusion of the original paper was that simple mitigation strate…",,,,pirikarapiri
1003,social distancing,@lookingforveee_ No sharing? social distancing.,;;,;;,,Baffah___
1004,social distancing,Doing some social distancing with the kids. #fishing #Kentuckyliving,,,,Paulsanchez408
1005,social distancing,Trump should probably try social media distancing on Twitter,"Trump,Twitter","Trump,Twitter",,k64salvador
1006,social distancing,Of course young people can GET the Coronavirus... but they're not gonna die as often as old people and that's why w…,Coronavirus;;,;;,,PuggySharps
1007,social distancing,@notloganbrown Glad to hear. We are doing as well as can be. Most around here are doing Social Distancing. Looks l…,;;;;,;;;;,,brian_kelly
1008,social distancing,PTSD Symptoms are the highest they’ve been for me since 2015. Literally a living hell. Trying to navigate my own we…,PTSD;;;,;;;,,friarjen
1009,social distancing,"I just need a good hug, but ya know... social distancing",;;,;;,,EmilyDisher
1010,social distancing,@LovingTheStuffs social distancing noob,,,,ShadysShady_
1011,social distancing,@tbcstan Them niggaz been social distancing they ain't bout worried bout nuthin lmfao,,,,_zone6paidrixh
1012,social distancing,"@allisonpearson That makes sense, and also people have a limit when they will become impatient and break social distancing laws.",,,,AvonandsomerRob
1013,social distancing,A bit of context: People eating out and enjoying the sun in bunches. To hel* with social distancing...,;;,;;,,akib_kn
1014,social distancing,"@ChrisBlundell Doubling every other day, it's more like 20M by Easter. Hopefully the social distancing measures ki…",Easter;;,;;,,jeff_dreher
1015,social distancing,nervous to call out friends for not social distancing.. how can i do it nicely,;;,;;,,gartesque
1016,social distancing,Dear NYC - Lockdown in your home - Survive on packed foods or home food - Maintained Social distancing if out -…,NYC;;;;,NYC;;;;,,nykcoldplay
1017,social distancing,A rally to spread awareness for social distancing ????,,,,HandsInDaAyers
1018,social distancing,Day 14 social distancing: 101 Dalmatians,,,,curtrakestraw
1019,social distancing,the point of social distancing is to flatten the curve which means working to prevent surges in illness that could…,,,,SyddyySydd
1020,social distancing,How to Stay Connected to Loved Ones Despite Social Distancing ? Health Essentials from Cleveland Clinic ??…,;Cleveland;,;Cleveland;,,CTB_Nurse
1021,social distancing,"@egomvz naw like where is the correlation, its one thing if its a petty crime but dont compare murder/violent offen…",,,,kooniter
1022,social distancing,Day 12 social distancing: There’s been lots of O.C. but I took a break for Godzilla,Godzilla,,,curtrakestraw
1023,social distancing,Y’all taking this social distancing shit as a joke.Nobody has seen me in person since 2 Friday’s ago ???♂?,;;,;;,,Kontemplat3
1024,social distancing,@canadaposthelps can you tell me when my package is delivered to the post office? I have gotten the notice waited 3…,;;,;;,,mattalkerton
1025,social distancing,"""Many people prefer giving themselves electric shocks to spending 6-15 minutes alone with their troubling thoughts.…",,,,Seth_Troutt
1026,social distancing,"@squealerjones84 If, they haven't the resources to respond to traditional crime, how will they suddenly be able to…",,,,FromoutsideAlan
1027,social distancing,Media: “Practice Social Distancing” Also Media: *Crowds into crowded rooms for daily Coronavirus press conferences*,Coronavirus,,,kamccomb16
1028,social distancing,1. Alabama public schools are staying on remote/distance learning (finish instruction at home) for the remainder o…,Alabama,Alabama,,DrPatSanders1
1029,social distancing,I know I’m not alone in that I cannot find the motivation to read during this time of social distancing. I love to…,;;,;;,,paulsatchwill
1030,social distancing,@seedOftheNeed @IrishDataViz I think the stark increase in deaths may persuade people to continue social distancing/isolation.,,,,ronanodowd
1031,social distancing,Branding gone wrong.,,,,javierjrdg
1032,social distancing,@MohGadoora @Karftha just do social distancing and stay sterilized bruv,,,,ramy__007
1033,social distancing,"Social distancing in relationships, quarantine and chill? Coronavirus has forced many of us to stay at home, some s…",;Coronavirus;,;;,,Princesskachy
1034,social distancing,We need more testing & faster results. We need to continue to maintain social/physical distancing. If we all do o…,;;;,;;;,,jazcan
1035,social distancing,"@andrewelan @CustardRacing Good point, decision made. Car inside the shop is ideal for social distancing ?",;;,;;,,andyps1275
1036,social distancing,Sad news right here but shows the importance of following the social distancing and isolation rules. RIP to all tho…,;;,;;,,stabbs1
1037,social distancing,"While it should be obvious, but it apparently isn't, you can't play basketball with other people and practice social distancing...",basketball,,,DACats86
1038,social distancing,@joshpincus You just freaked me out- I really thought it was Sunday somehow. I already never know what day it is. S…,;;,;;,,DinoSaurNo1
1039,social distancing,Yep. This social distancing isn’t doing shit.,,,,Slicknickshady
1040,social distancing,I hate social distancing but I’m willing to do it because it saves lives! It’s a small sacrifice to make to stop t…,;;,;;,,WayneDrew11
1041,social distancing,"@Fuzz_10 Arriving passengers going through customs, crammed together in queues, no social distancing, no testing...…",,,,dkfcdotnet
1042,social distancing,"@MrPaulDuane So if everyone maintains social distancing, practises hand hygiene, listens to guidance from expert so…",,,,MazzyK
1043,social distancing,@RJDownard @WhiteHouse @realDonaldTrump Perhaps they should tell us why the orange adderall sniffer and his bobble…,,,,serge1610
1044,social distancing,@BreakfastNews as of yesterday Coles was still not taking social distancing seriously. Management appears to be put…,Coles;;,Coles;;,,skilbec
1045,social distancing,Streaming While Social Distancing: 10 Essential Queer Music Movies to Watch at Home,,,,BluePurpleMusic
1046,social distancing,"This coming from a guy who works for the MSDNC.? You people don’t need social distancing, you all already live in a…",MSDNC;;,;;,,ThunderBlazing
1047,social distancing,Social Distancing goes out the door as customers rush to Pricesmart in Port of Spain to buy items. TTT News under…,Spain;TTT News;,Spain;;,,tttliveonline
1048,social distancing,Coronavirus Social Distancing Scoreboard: How Ocean Is Doing,Coronavirus,,,LaceyPatch
1049,social distancing,Let’s see what today’s Coronavirus Task Force says. It will be interesting to see the reactions of the different go…,Coronavirus;;,;;,,lalytatweets
1050,social distancing,Social distancing is doing good. Just hope there are people praticing it. #TheFive,;;,;;,,Politcswatch
1051,social distancing,"Social distancing MSTU style, 2007",MSTU,,,NatJohnsonband
1052,social distancing,Social Distancing (Day 11): Am I happy with my (current) life? Is this the track I wanted?,;;,;;,,steklv
1053,social distancing,It's really bugging me that my neighbor's have decided to not practice social distancing. Please stay back.,;;,;;,,cat_824
1054,social distancing,"“No more than 50 people” is a box, as is self-imposed “social distancing,” the interiorizat…",,,,bonklesoul
1055,social distancing,Social distancing day 13 with @Cali_Love9587,,,,angveed
1056,social distancing,@heshiegreshie Ontario has a similar thing at 7:30 each night. I live rurally and I am practicing social distancing…,Ontario;;,Ontario;;,,JoanneK64
1057,social distancing,@joel3990 Hell I’d run from you too! Smart pooch social distancing!,;;,,,MagamareTrump
1058,social distancing,"Animals freely moving around and enjoying the wild,unlike us who are social distancing and staying at home is just…",,,,GreensWildlife
1059,social distancing,In regards to social distancing and other things happening in my area please read my most recent post on my website…,,,,DrawsGrac
1060,social distancing,"@charlieputh Playing dress up, practicing social distancing, and staying inside thanks to Charlie puth I'm so hap…",Charlie puth,Charlie puth,,Meridonna1
1061,social distancing,Our social distancing king,,,,msdianecardoso
1062,social distancing,"So they’re planning on relaxing the social distancing in parts, labeling counties as high, medium and low risks. Th…",,,,Boss_Cfeliciano
1063,social distancing,Trump tells US governors he's preparing new social distancing guidelines,"Trump,US","Trump,US",,grampa57
1064,social distancing,Team @TargetedVictory making social distancing work???,,,,kristencianci
1065,social distancing,We social distancing from all fuck niggas,,,,camolocs
1066,social distancing,"Yes the news sucks, so I present Clover who was rescued on St Patrick's day and is thankful that puppers are exempt…","Clover, St. Patrick's day",Clover,,Saving_TheDogs
1067,social distancing,Changetheworld# My name is Nino and I’m promoting social distancing are you?,Nino,Nino,,NiaTsqvitinidze
1068,social distancing,Social distancing still applies tho,,,,ItsVictoriaxx
1069,social distancing,@OldhamFoodbank @UKEFF_HQ @sugs75 @RMCHcharity @maggiesoldham @mahdloyz @SpoonsCharity @OldhamReal @KershawsHospice…,,,,prestigecar_rep
1070,social distancing,Social distancing from all fuck niggas-21 Savage,,,,Jayeeveeohhnnee
1071,social distancing,"Guys, is this proper social distancing? Didn't I tell you I've converted to take out only? #SocialDistancing…",;;,;;,,dzubrick
1072,social distancing,they FINALLY separated the tables in the employee dining area so that the filipinos can’t eat lunch 12 deep everyda…,,,,AntFromCA
1073,social distancing,"@elizaorlins @morningmoneyben Same situation in Miami. A lot?if not most?of the city is staying at home, which you…",Miami;;;;,Miami;;;;,,han_del_
1074,social distancing,Smartphone data reveal which Americans are social distancing (and not)' via @washingtonpost,Americans,,,mrelssek
1075,social distancing,@alb353 @v_crouch @MetroUK Am I missing something? Why when you are in the safety of your own car do they need to s…,;;,;;,,cleth2
1076,social distancing,I just had a long talk with my imaginary friends about social distancing and they’re not taking it well. We have…,,,,MunaNawabit1
1077,social distancing,"We can get through this together!...Well, you know, the social distancing version of together!",;;,;;,,UALcaSac
1078,social distancing,this whole social distancing thing is really making me second guess not purchasing a @onepeloton tread. starting…,;;,;;,,aimee_sinacola
1079,social distancing,When this is all over I want to rent a huge beach house and have everyone come crash for a week and we stay up all…,,,,hmeetsworld
1080,social distancing,"@MarkJWeather Roxi wants to remind everyone to practice their social distancing but first, it’s nap time ?",Roxi,Roxi,,goetz_sydney
1081,social distancing,Im social distancing from all fuck niggas,,,,httpyonkers
1082,social distancing,How is this helping with social distancing? The #COVID2019 story has been unfolding for months. And yet a nation-wi…,;;;,;;;,,deepalisriv
1083,social distancing,"Social distancing will not work in GA or FLA, the weather is too beautiful.","GA,FLA","GA,FLA",,kdominion_
1084,social distancing,Social distancing with Morey ??,Morey,Morey,,PassionDoctor
1085,social distancing,do yall have a glitch my twitter seems to be unfollowing ppl it said SOCIAL DISTANCING,,,,ya5min
1086,social distancing,@Viii63 Have a look at this article which summarized an article written by imperial college of London in which they…,London,London,,__HKH
1087,social distancing,Donald trump's idea of social distancing is not going near Ivanka or Melanie for optics but he justifies it being O…,"Donald trump,Ivanka,Melanie","Donald trump,Ivanka,Melanie",,DeepStateShu
1088,social distancing,The real struggle #Social_Distancing,,,,116barca
1089,social distancing,@courtneymilan Oh. I only have one because my pharmacy insists that asthmatics don’t need them. They also insisted…,;;,;;,,ReviewAlholic
1090,social distancing,@ES83697417 @thebiologistisn @fmgist @CT_Bergstrom Which state/city are you basing this on? There is no definitive…,;;,;;,,TheNotoriousRBF
1091,social distancing,Trump says new coronavirus 'guidelines': The administration is working to publish new guidelines that will advise g…,Trump,Trump,,Republicano1853
1092,social distancing,Well.. just curved some guy at the gas station by saying “sorry social distancing” thank you corona,corona,,,giannamarie3
1093,social distancing,"~12 days ago, I developed a mild cough and congestion. This is common for me, since I have moderate/severe seasonal…",;;,;;,,jannamoen
1094,social distancing,"@DavidBegnaud The problem is the second you give leeway, it'll get out of control. Social distancing is still effic…",;;;,;;;,,knockknockjoan
1095,social distancing,"Social distancing can be inconvenient, but our online portal makes it easy to stay in touch!",,,,MeridianPlaceFL
1096,social distancing,Thinking abt how i was sharing looks with a girl yesterday but couldn't go over because of social distancing,,,,ohBoyimsad
1097,social distancing,@rainbowrowell Fangirl is a social distancing lifestyle,Fangirl,,,alexhazeld
1098,social distancing,It’s like my eyebrows are trying to meet and high five each other as praise for my awesome job social distancing #wherearemydamntweezers,,,,dianemanalo
1099,social distancing,"@Acosta swine flu under obama: 60.8 million cases, 12,469 deaths; 2019 flu, not over: 13 million cases, abt 12,000…",obama,obama,,jenni5262
1100,social distancing,@CaseyCrusius You girls are not allowed over. Social distancing from your shenanigans,;;,;;,,JeffCrusius
1101,social distancing,"@fadilvepari @amaanalli the government gotta give him an award, insane social distancing skills",,,,_atifffff
1102,social distancing,they’re social distancing,,,,bestofnoxo
1103,social distancing,Complaints are being made about the lack of social distancing at the Barton Springs Spillway. I just checked this s…,Barton Springs Spillway;;,Barton Springs Spillway;;,,BettieCrossTV
1104,social distancing,"Was great to see people playing golf today. With social distancing be practiced fully practiced, the parking lot wa…",;;,;;,,ZipsMGolf
1105,social distancing,US numbers shouldn’t surprise anyone who’s been paying attention. Not even accurate because a lot more testing stil…,US;;,US;;,,_Ralucs_
1106,social distancing,We social distancing from all fuck niggas & bitches,,,,____shanon
1107,social distancing,We social distancing from all fuck n*ggas.,,,,ItsTreiwan
1108,social distancing,@AmericaRising17 @laraseligman @SECNAV Hmmm I would imagine keeping people on the ship is far more deadly. Social d…,;;,;;,,ManyArms
1109,social distancing,"As governments around the world struggle to convince citizens to stay home to #FlattenTheCurve, some brands are ste…",,,,NowCreates
1110,social distancing,social distancing from ALL fuck nixxas - 21 savage,,,,daetenalexusss
1111,social distancing,@DynamicNI I feel they are confusing safe social distancing with some weird form of fascism. Utterly bizarre. Maybe…,fascism;;;,;;;,,little_pengelly
1112,social distancing,"@oldschool_cp That’s horrible, this would’ve been a great thing to play during this time. It’s like social distanci…",;;,;;,,LivvyyOfficial
1113,social distancing,"""Although social distancing was recommended in his guidelines, he had insisted that the measure be relaxed, and tha…",,,,ByunBaekoned
1114,social distancing,There’s no way in hell my man can stay 6’ away from me. 3’ at the most and his hand is still on my ass. Hopefully t…,;;;,;;;,,t6l9k
1115,social distancing,@michellegrattan @KarenMMiddleton Well they clearly didn't learn enough because social distancing is impossible to maintain.,,,,AokAsterix
1116,social distancing,"So today was a different kind of day today, helping the market manager set up the market so it could still trader b…",,,,Communitywarden
1117,social distancing,"Having a little fun. Social Distancing, Virtual Book Signing and Q & A with yours truly on March 28 from 6 until...…",;;,;;,,HORROR421
1118,social distancing,Practiced a little social distancing #flyfishing today.,,,,FlyFishingSimpl
1119,social distancing,"@tify330 We are not close to peaking. And the worst part is that, thanks to lack of testing and inconsistent social…",;;,;;,,TMtfromcc
1120,social distancing,Social distancing from all these fuck niggas.,,,,SlayNando
1121,social distancing,@potts_gm @MissDawidPE @MrsOConnorTech @MisterLJones @MissGlennon_ @MrsHumphriesACO @MissLeahy2 @MissAStokes1…,,,,matthew1hallam
1122,social distancing,@AngieGr60130939 @tonyschwartz Those people are not observing social distancing.,,,,SimerlJessica
1123,social distancing,"@TobySmith1996 Dead convo, think this quarantine and social distancing thing is taking its toll on most",,,,LauraT_95
1124,social distancing,You are talking to people about social distancing but you’ve been yannoing throughout the day Lol ?,,,,tunji96
1125,social distancing,@RyanInUlster Social distancing mate ??,,,,GrantFerguson_
1126,social distancing,hey @TheEllenShow have you guys heard about our great KY governor Beshear and the thousands of Beshear fans…,"KY, Beshear, Beshear","KY, Beshear, Beshear",,lsmithky
1127,social distancing,"@MegWiseNBC12 @NBC12 Great day for hiking, a healthy form of social distancing.",,,,drdork2011
1128,social distancing,"@abandopa In this epidemic the only medicine is Keep 2 meter social distancing, and diagnosis of fever",,,,VivekMajumdar11
1129,social distancing,Many have already lost their jobs in Madison and the economic fallout has only just begun. @telldylan sees how a ba…,Madison;;,Madison;;,,isthmus
1130,social distancing,Latest on #Covid19 in ireland Condolences to all the families who have lost loved ones. Even grieving is affected…,ireland;;;,ireland;;;,,nfmbannon
1131,social distancing,Social Distancing at its best!,,,,ItsJanfc
1132,social distancing,"Let’s start calling this “physical distancing”, rather than “social distancing”. Physical proximity is what matter…",;;,;;,,HarrisonTasoff
1133,social distancing,Social distancing from all fuck Niggas,,,,s_timaa
1134,social distancing,"@GutianGang That's correct. For social distancing to work, it has to be maintained until consistent treatment is de…",;;,;;,,SEQBabylon
1135,social distancing,@piersmorgan you seem to be the go to man! Royal Mail staff in unsafe busy environments where social distancing is…,;Royal Mail;,;Royal Mail;,,Paula59044915
1136,social distancing,@CBCAlerts We are in a Pandemic but let’s get everyone half in the bag because we know this helps with the social d…,,,,paulvitez
1137,social distancing,@scantran The photo was taken before we started social distancing!,,,,CenturyCollege
1138,social distancing,Social distancing from all fuck niggas ????,,,,Kobee_Snakes
1139,social distancing,"What with the quiet and the cloistering, this social distancing will make monks (who watch nine hours of tv a day a…",,,,scottcrispson
1140,social distancing,kid was biking past me and mina and his mom screamed SOCIAL DISTANCING WE TALKED ABOUT THIS,,,,pablohoneys
1141,social distancing,@BostonParksDept Hey uhhh... with the whole Coronavirus thing going on now are tennis courts going to remain locke…,;Coronavirus;,;Coronavirus;,,CatDad128
1142,social distancing,@MeyerShankRac doing my part of social distancing staying 11 minutes away. Being my 33rd birthday today got a birth…,;;,;;,,zachbernard
1143,social distancing,"Money before people's health. This company cannot adhere to the social distancing, do the right thing and send the…",;;,;;,,Gemma34377516
1144,social distancing,Chat $FB $ZM $WORK #chatting,,,,FCanTrader
1145,social distancing,i had a dream last night that i was at a meeting or something and i don’t know what it was for but it was in this m…,,,,caitlynknudsen
1146,social distancing,@mokiesunshine I hope you’re referring to the irresponsible ppl. I’m a germaphobe and have been practicing social d…,;germaphobe;,;;,,stef2dotoh
1147,social distancing,When you need to create baseball content but... social distancing ?,;;,;;,,VictoriaDKline
1148,social distancing,@HilaryCostello I know I'm in a minority! ? Just concerned that brighter evenings will mean busier beaches/parks/pi…,;;,;;,,PeterMcGuireIE
1149,social distancing,"@HauntedJon Practice social distancing while at work. Stay safe, Jon.",;Jon;,;Jon;,,OrangeCoFL
1150,social distancing,nothing like going on a hike n getting all muddy then going to @SwensonsDriveIn for a milkshake right afterwards. t…,,,,LMJismyqueen
1151,social distancing,@Los_Bundles Lol i used to drive to work but i got transferred somewhere else. Also i was outside a lot before the social distancing,;;,;;,,holamassy
1152,social distancing,"Is there any evidence to suggest individualized, automated tracking has contributed meaningfully to the #COVID19 re…",,,,welhai
1153,social distancing,Gov. Ivey says now is not the time to shelter in place for the sake of our businesses. But pleads with everyone to…,;Ivey;,;Ivey;,,Free_2_B
1154,social distancing,Won’t get bored of seeing tradies in Sydney walk around with a tape measure set at 1.5m to maintain social distancing,Sydney,Sydney,,PaulAcheson_
1155,social distancing,Kenya today we are fighting floods and Coronavirus. Ain't that a bitch. Social distancing is going to be social drifting…,"Keya,Corona;;;",Keya;;;,,thatguykibe
1156,social distancing,@TodayFM Mainly because some people find social distancing hard .... Idiots.,,,,Bodb_Derg
1157,social distancing,"@rholm_charlene @Unathi_Kwaza Crossed to Swaziland/Eswatini yesterday, busy but orderly and excellent focus by the…","Swaziland,Eswatini","Swaziland,Eswatini",,Silverdawn11
1158,social distancing,"I had a sex dream last night, but the dream was specifically about *reading* porn. Apparently even my subconscious is social distancing.",;;,;;,,vixy
1159,social distancing,social distancing does not include letting half the people at the function use your coke straw,,,,slaterdevito
1160,social distancing,@frankturner I was about to retweet this to serval bands and then realized: social distancing makes a band show qui…,,,,dennasus
1161,social distancing,"Entertainment, competition, and physical distancing. Our new show has it all! Watch The #RTVQuiz Wednesdays at 7:30…",;;,;;,,RTVStThomas
1162,social distancing,SOCIAL DISTANCING,,,,MusaIma66130117
1163,social distancing,A Very Important Message about Social Distancing. #COVID19,,,,Waynetwpfire
1164,social distancing,@DerSturmWolf @olivia10527027 @LibertyHangout Or we could take care of the elderly and the ones who are mostly affe…,,,,AkonFenty
1165,social distancing,@DrRalphNap Greatest generation : baby boom after and little known during ww2 Millennials : social distancing so wi…,Millennials,Millennials,,capone_malone
1166,social distancing,Should I download the chorus of ‘don’t stand so close to me’ by The Police to play at people in the supermarket who…,,,,MelbourneRach
1167,social distancing,@unpresidented78 @Friday330 @JediofGallifrey @Treebeard1671 @neeratanden You literally can't practice social distan…,,,,cjgrant
1168,social distancing,Members of the boarding school alumni association. I think during this self isolation/social distancing period. its…,;;,;;,,GlennMonikang
1169,social distancing,What I'm seeing around my neighbourhood isnt 'social distancing' but 'social closeness'. I educate as many people a…,;;,;;,,perry2ann
1170,social distancing,"Mr. Barnhart recommends social distancing from your video games! As we get ready to return from Spring Break, it’s…",Barnhart;;,Barnhart;;,,ChaffeyHSTigers
1171,social distancing,"@MrDiddy85 Phillip, the Virginia Governor is an IDIOT in general ! No person is foolish to attend any church durin…","Phillip,Virginia;;","Phillip,Virginia;;",,BarbieSueJ
1172,social distancing,@kid_cross No. This is the normal mid day food handout line. They just didn’t get the memo about social distancing.…,;;;,;;;,,streetpeopleLA
1173,social distancing,@PlazaCollege - Forest Hills-social distancing FAIL by your employees (to say nothing of noise). Great job all! Wo…,Forest Hills;;,;;,,Walunacy
1174,social distancing,Just two dudes sitting in a hot tub six feet apart because they are social distancing,,,,s_j_Caba
1175,social distancing,@kooniter like why are you even comparing social distancing bcs of a pandemic to actual criminals in jails ???? i just don’t understand ?,;;,;;,,egomvz
1176,social distancing,"@Chela_Bambi @Sharon_Nana @lydia_mkn Nami piaaaa.. lord save me from social distancing, constantly in sweats",Nami;;,Nami;;,,laura_jebett
1177,social distancing,Told myself I’ll read more during social distancing BUT here I am binge watching Tiger King & Peaky Blinders #Covid19 Coronavirus,"Tiger King,Peaky Blinders,Coronavirus",,,G87Mac
1178,social distancing,"@Flameless_Fire Spot the social separation, oops distancing",,,,starcr3st
1179,social distancing,"Coronavirus keeps infecting people. Don't forget to use hand sanitizer, face mask and remember social distancing. #FightCovid19",Coronavirus;;,;;,,VivianaCrown
1180,social distancing,"been feeling sick for the past 2 weeks, feeling worse today. pls send me good thoughts ?? also, i’ve left my house…",;;;,;;;,,musicallylinds
1181,social distancing,@Geeski14 ??? I’m cool with the social distancing shit fr,,,,CarlPettyAss
1182,social distancing,I promise I am social distancing. But I still managed to find an empty park to get some shots. Here is my 9th Gen…,;;;,;;;,,FullthrotleAuto
1183,social distancing,...3) Immediate release of non-violent offenders with special consideration for the elderly and vulnerable. 46% of…,;;,;;,,PwritesM
1184,social distancing,People...I’m done with them. Social distancing suits me fine... isolation with just the ones that matter will suit me..,;;;;,;;;;,,AndyGuttercat
1185,social distancing,...1) Soap for every inmate and handwashing and social distancing instruction in accordance with #CDC guidelines.…,,,,PwritesM
1186,social distancing,St. Louis area folks: what are you seeing out at parks in terms of signage closing off playgrounds or people social…,St.Louis,St.Louis,,valeriehahn
1187,social distancing,Many have been curious about efforts to promote social distancing in outdoor spaces and I've been sharing your conc…,,,,MplsWard11
1188,social distancing,"God forbid this kind of occurrence in our land! However, we need to follow all the guidelines for the prevention.…",;;,;;,,akinloid
1189,social distancing,"@CNN This guy is killing you all . The only way to save yourselves is self isolation, washing your hands and genera…",;;,;;,,Jonkey56780641
1190,social distancing,U.S. Government Plans to Ratchet Up Emphasis on Social Distancing - WSJ #covid19 #pandemic…,U.S.,U.S.,,PandemicCovid20
1191,social distancing,Coronavirus Social Distancing Scoreboard: How NYC Grades,"Coronavirus, NYC",NYC,,BrooklynPatch
1192,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.",,,,FortGreenePatch
1193,social distancing,....social disbanding... wow.. SOCIAL DISTANCING.. this is getting into my head too,,,,MyMoonieLight
1194,social distancing,Mercer County's Coronavirus Social Distancing Scoreboard,"Mercer County, Coronavirus",Mercer County,,LawvilleNJPatch
1195,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,FortGreenePatch
1196,social distancing,@IainDale Have they decided to keep their social distancing from the opposition's goals that they have been enforcing for years ???,,,,johnhenryludwig
1197,social distancing,So I heard that social distancing isn’t a priority when it come to buses!!!! Seriously is this ns government not li…,;;,;;,,Jeana11708361
1198,social distancing,Beshear says he’s asking county judges and city mayors to monitor parks and shut them down if people aren’t filling…,Beshear,Beshear,,VJS_ABC36
1199,social distancing,"While some are issuing a lockdown order, some are celebrating birthday in state house ignoring social distancing.",,,,umarsule
1200,social distancing,Social distancing needs to stay in place where it’s in force and should be implemented where it isn’t. So many un-i…,;;,;;,,TexanBritMel
1201,social distancing,Summary of Day 11 and social distancing ?,,,,ladyluck8207
1202,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,CarrollGPatch
1203,social distancing,Social distancing ?? #ThursdayThoughts,;;,;;,,CisnerosGeorge
1204,social distancing,"Yes, real estate is an ""essential"" service during shelter in place! We are working from home and strictly social di…",;;,;;,,NsimonsonA
1205,social distancing,@jcarroncota @WhiteHouse @realDonaldTrump Perhaps you should tell us why the orange adderall sniffer and his bobble…,,,,serge1610
1206,social distancing,"As you visit state parks, be sure to practice social distancing!Chain O'Lakes State Park took some photos to show w…",;O'Lakes State Park;,;;,,INDNRstateparks
1207,social distancing,"@Lord_Sugar That’s social distancing, not self isolation",,,,anitakirkbright
1208,social distancing,@TheTweetOfGod Social distancing high five God.,,,,SamuBrn6
1209,social distancing,"@FlangeBadger I'm one of the few that still is working, but otherwise lockdown all good. Didn't know I'd been pract…",;;,;;,,always_4_dan
1210,social distancing,"BROWARD COUNTY, Fla. ? Is urging its residents to remain at home and only leave for essen…",BROWARD;;,BROWARD;;,,PlantationRock1
1211,social distancing,Im not ghosting you I’m just social DISTANCING?,,,,bluetiful7lett
1212,social distancing,"@GovernmentZA wait, does social distancing not apply here ??",,,,sthandwa_w
1213,social distancing,Pretty sure the personal trainer who works with clients in our neighborhood park hasn't gone a single day practicin…,,,,davitydave
1214,social distancing,"Not gonna lie, my boyfriend is making social distancing way too easy ??",,,,angelcliche
1215,social distancing,@VDEM Social distancing for Virginia. Let’s show this virus and the rest of the world who’s boss. #FlattenTheCurve,Virginia;;,Virginia;;,,Mo_daMillennial
1216,social distancing,Trump says new Coronavirus 'guidelines' will address potential changes to social distancing rules,"Trump, coronavirus","Trump, coronavirus",,billymjonesMACK
1217,social distancing,starved his social distancing due to work has left him. ``how have you been holding up?`` ? unsure if he sh…,;;;,;;;,,PRTTYLlAR
1218,social distancing,"I get the heebie jeebies everytime a plebian prattles the newspeak term ""social distancing"" in my environment. It j…",,,,BeYour0wnLeader
1219,social distancing,"During the new era of social distancing, the routine we once knew so well is changing. Social distancing can bring…",;;,;;,,mru1720
1220,social distancing,"let’s maintain social distancing on the road , stay 6 feet apart",,,,arileo_
1221,social distancing,@dipladocu5 @neil_ferguson Another sheep. What do you say now that he is walking back his predictions. Stating soci…,;;;,;;;,,CharlieDonahue4
1222,social distancing,@TRHLofficial Mocha and Licorice refuse to practice social distancing.,"Mocha,Licorice","Mocha,Licorice",,Herdingcats15
1223,social distancing,Social distancing shouldn’t stand in the way of unveiling the @Nationals #WorldSeries championship banner!…,,,,hillaryberman
1224,social distancing,"We can still go outside for walks while social distancing, I wanted to come say hi to the bell tower and get some s…",,,,northendmc
1225,social distancing,Sure is A LOT of ppl out for ppl to be “Social Distancing”,,,,JustKayNicole
1226,social distancing,@Suresh Canada Post has stopped delivering things that require ID. Seems like it's a challenge to maintain social d…,Canada;;,Canada;;,,ashley_quan
1227,social distancing,Today feels like summer. Time to go to the park! Some scenes show social distancing. Some scenes...not so much. Riv…,;;;;;,;;;;;,,mikesimonsphoto
1228,social distancing,going on instagram and scolding everyone who is blatantly disregarding social distancing,instagram,,,shreyabasu003
1229,social distancing,@breakbadaddict @Nigel_Farage Go read all of it!,,,,Balders11
1230,social distancing,"THE CORONAVIRUS STIMULUS PACKAGE SHOULD COME W/ THE STIPULATION THAT IF U DONT PRACTICE SOCIAL DISTANCING, YOU HAVE TO PAY IT BACK.",CORONAVIRUS,,,FrankieFigz
1231,social distancing,NYPD is driving around Riverside Park yelling through the bullhorn at people who are bad at social distancing. I g…,"NYPD, Riverside Park",,,seanmullins
