,2nd Iteration Candidates,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,index,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
1751,,Angry at @RepAnnWagner's  vote?,[],[],0.0,"AHCA, townhall",,,[],0,[],2018-02-20 22:54:51.906977,551,1hippoallalone
1752,,Come to a  &amp; share your views!,[],[],0.0,"AHCA, townhall",,,[],1,[],2018-02-20 22:54:51.906977,551,1hippoallalone
1753,,@FwdTogetherSTL @IndivisibleTeam @Indivisible_STL @RISEUP63122,[],[],0.0,"AHCA, townhall",,,[],2,[],2018-02-20 22:54:51.906977,551,1hippoallalone
1754,,Turkey and mayo sandwiches,"['turkey', 'mayo']",['turkey'],0.0,WhitePeople,,,['turkey'],0,['turkey'],2018-02-20 22:54:51.907730,2218,aWllsJereym
1755,,The GOP health bill will take away mental health care.,['gop health bill'],['gop'],0.0,nan,,GOP::*1*||,[],0,['gop'],2018-02-20 22:54:51.908049,693,mrshellwinger
1756,,@RepMeehan We're supporting your opponent.,[],['gop'],0.0,nan,,,[],1,['gop'],2018-02-20 22:54:51.908049,693,mrshellwinger
1757,,"I love all people, we are all created in God's image... sad that liberals start to forget about i!",[],[],0.0,WhitePeople,,God's::*9*||,['god'],0,[],2018-02-20 22:54:51.908802,2112,VSigourney1
1758,,@billmaher @refooksjr @senfranken @tomhanks,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.909587,698,Once_Hugo_Black
1759,,No hearings.,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:51.909587,698,Once_Hugo_Black
1760,,No CBO score.,[],[],0.0,nan,,CBO::*1*||,[],2,[],2018-02-20 22:54:51.909587,698,Once_Hugo_Black
1761,,No vetting.,['cbo'],[],0.0,nan,,,[],3,[],2018-02-20 22:54:51.909587,698,Once_Hugo_Black
1762,,No debate.,[],[],0.0,nan,,,[],4,[],2018-02-20 22:54:51.909587,698,Once_Hugo_Black
1763,,So...no one knows.,[],[],0.0,nan,,,[],5,[],2018-02-20 22:54:51.909587,698,Once_Hugo_Black
1764,,"@realDonaldTrump Yep, Carter Page was being survield.",['carter page'],"['carter page', 'russia']",0.0,nan,,Carter Page::*2*3*||,"['carter page', 'russia']",0,"['carter page', 'russia']",2018-02-20 22:54:51.910624,195,EHines44
1765,,"FISA warrent issued, you asked Russia to find 30K @HillaryClinton emails hose coming","['fisa', 'russia']","['carter page', 'russia']",0.0,nan,,Russia::*5*||30K::*8*||,"['carter page', 'russia']",1,"['carter page', 'russia']",2018-02-20 22:54:51.910624,195,EHines44
1766,,We now return to our regularly scheduled programming.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.911679,92,RyGil01
1767,,Maia going to choke him unconscious,['maia'],[],0.0,UFC211,,,[],0,['maia'],2018-02-20 22:54:51.912057,2637,BobJohn52762159
1768,,What is FISA/FISC?,['fisa/fisc'],"['carter page', 'fbi']",0.0,nan,,nan,"['trump insider', 'carter page']",0,"['fbi', 'trump', 'carter page:']",2018-02-20 22:54:51.912430,243,resistmanual
1769,,"Learn about the warrant the FBI got against Trump insider, Carter Page:","['fbi', 'trump', 'carter page']","['carter page', 'fbi']",0.0,nan,,FBI::*5*||Trump::*8*||Carter Page::*10*11*||,"['trump insider', 'carter page']",1,"['fbi', 'trump', 'carter page:']",2018-02-20 22:54:51.912430,243,resistmanual
1770,,ONE DREAM ONE BAND ONE DIRECTION,[],['dream'],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.913361,1750,galwayroses
1771,,"please fall, please fall, please fall",[],[],0.0,"Eurovision, CYP",,nan,[],0,[],2018-02-20 22:54:51.913551,1233,mattismylife97
1772,,"BREAKING: There's smoke, &amp; now fire.",[],"['fbi', 'carter page', 'dt advisor']",0.0,"resist, trumprussia",,,"['dt', 'carter page']",0,"['fbi', 'carter page.']",2018-02-20 22:54:51.913730,321,BanditRandom
1773,,FBI rec'd FISA warrant to watch DT advisor Carter Page.,"['fbi', 'fisa', 'carter page']","['fbi', 'carter page', 'dt advisor']",0.0,"resist, trumprussia",,FISA::*2*||DT::*6*||Carter Page::*8*9*||,"['dt', 'carter page']",1,"['fbi', 'carter page.']",2018-02-20 22:54:51.913730,321,BanditRandom
1774,,who don't like hashtags about white people are the snowflake white people who need to actually learn about white people.,[],[],0.0,WhitePeople,,nan,[],0,[],2018-02-20 22:54:51.914761,2275,annaboo7998
1775,,Are they complaining about Australia in  because of how well we do in the commonwealth games?,"['australia', 'commonwealth games']","['australia', 'the commonwealth games']",0.0,eurovision,,Australia::*4*||,['australia'],0,['australia'],2018-02-20 22:54:51.914960,1452,MattHarveyStuff
1776,,Camila and @machinegunkelly during their performance on  (@MarcusRFrancis on Instagram story)…,['camila'],['instagram'],0.0,WangoTango,,MarcusRFrancis on Instagram::*7*8*9*||,[],0,['camila'],2018-02-20 22:54:51.915602,1973,garciacabello2
1777,,Her dance moves during the Migos part was everything 😍🔥🔥,['migos'],[],0.0,"WangoTango, BonAppétit",,Migos::*5*||,[],0,[],2018-02-20 22:54:51.916253,1711,trillharmonys
1778,,"Oh carter page, look what you have done?",['carter page'],"['syria', 'carter page', 'don']",0.0,nan,,,"['carter page', 'syria', 'don']",0,"['syria', 'don']",2018-02-20 22:54:51.916837,395,huffingtonList
1779,,I feel sorry for Syria now.,['syria'],"['syria', 'carter page', 'don']",0.0,nan,,Syria::*4*||,"['carter page', 'syria', 'don']",1,"['syria', 'don']",2018-02-20 22:54:51.916837,395,huffingtonList
1780,,Con man Don gonna rain tomahawk on them soon,"['don', 'tomahawk']","['syria', 'carter page', 'don']",0.0,nan,,Don::*2*||,"['carter page', 'syria', 'don']",2,"['syria', 'don']",2018-02-20 22:54:51.916837,395,huffingtonList
1781,,Imagine Kickboxing Maia comes in and surprises Jorge tonight?,"['maia', 'jorge']",[],0.0,UFC211,,Imagine Kickboxing Maia::*0*1*2*||Jorge::*7*||,"['kickboxing maia', 'jorge']",0,"['kickboxing maia', 'jorge']",2018-02-20 22:54:51.917933,2950,Louie_C_
1782,,| Miley &amp; @halsey backstage.,['miley'],[],0.0,"UPDATE, WangoTango",,Miley::*1*||,[],0,['miley'],2018-02-20 22:54:51.918618,1809,chem_is_TRY__
1783,,House Republicans pass bill to replace and repeal Obamacare - CNN: CNN House Republicans pass bill to replace…,"['house republicans', 'cnn']","['cnn', 'cnn']",0.0,nan,,House Republicans::*0*1*||Obamacare::*8*||CNN::*10*||CNN House Republicans::*11*12*13*||,"['house republicans', 'and repeal obamacare', 'cnn house republicans']",0,"['house', 'cnn house']",2018-02-20 22:54:51.919048,779,DoyleGlobal
1784,,"Comey didn't announce this but on October 28, he went out of his way to announce the non-story of Clinton's emails","['comey', 'clinton']",['clinton'],0.0,nan,,October 28::*6*7*||Clinton's::*19*||,['clinton'],0,[],2018-02-20 22:54:51.920120,129,kevinmartin823
1785,,Maroon 5 the best at,['maroon 5'],[],0.0,WangoTango,,Maroon 5::*0*1*||,[],0,[],2018-02-20 22:54:51.921045,1707,bryana_07
1786,,I love them so much ❤️❤️❤️,[],[],0.0,WangoTango,,,[],1,[],2018-02-20 22:54:51.921045,1707,bryana_07
1787,,Niall backstage at,['niall'],[],0.0,WangoTango,,,[],0,['niall'],2018-02-20 22:54:51.921727,1596,nherdnigel
1788,,Probably the most important of this story,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.922042,279,lieber2k
1789,,@Zedd ARE YOU PERFORMING THE SONG WITH LIAM TONIGHT,['liam'],['liam tonight'],0.0,WangoTango,,PERFORMING THE SONG WITH LIAM::*3*4*5*6*7*||,['liam'],0,[],2018-02-20 22:54:51.922493,1580,thekingdomroses
1790,,ACID  ATTACKS: The UK is now the acid attack capital of the world.,['uk'],['uk'],0.0,nan,,ACID ATTACKS::*0*1*||UK::*3*||,['uk'],0,['uk'],2018-02-20 22:54:51.923053,1472,trader_sam
1791,,"Thankfully, they Brexited.",['brexited'],['uk'],0.0,nan,,nan,['uk'],1,['uk'],2018-02-20 22:54:51.923053,1472,trader_sam
1792,,May 13th: Niall being interviewed backstage at,['niall'],[],0.0,WangoTango,,May 13th: Niall::*0*1*2*||,[],0,['niall'],2018-02-20 22:54:51.923920,1606,sandravasquez02
1793,,@MikeBloomberg,[],[],0.0,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport",,,[],0,[],2018-02-20 22:54:51.924481,959,DeepStateAI
1794,,This (!),[],[],0.0,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport",,,[],1,[],2018-02-20 22:54:51.924481,959,DeepStateAI
1795,,So far the prelims for  have been better than the main card.,[],[],0.0,"UFC211, edgarvsrodriguez",,,[],0,[],2018-02-20 22:54:51.924842,2762,BoydAlmighty
1796,,Last 3 were all fight of the night contenders.,[],[],0.0,"UFC211, edgarvsrodriguez",,Last 3::*0*1*||,[],1,[],2018-02-20 22:54:51.924842,2762,BoydAlmighty
1797,,But  👌🏾,[],[],0.0,"UFC211, edgarvsrodriguez",,,[],2,[],2018-02-20 22:54:51.924842,2762,BoydAlmighty
1798,,ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN?,"['trump', 'russian']",[],0.0,nan,,nan,['carter page'],0,['carter page.'],2018-02-20 22:54:51.925820,297,DianaCialino
1799,,My money's on Carter Page.,['carter page'],[],0.0,nan,,Carter Page::*3*4*||,['carter page'],1,['carter page.'],2018-02-20 22:54:51.925820,297,DianaCialino
1800,,What Ron said.,['ron'],[],0.0,nan,,Ron::*1*||,['ron'],0,['ron'],2018-02-20 22:54:51.926606,1094,ToriWillis01
1801,,WARNING: *zombie alarms in movie rings*** 😷😷😷😷😷😷😷😷😷😈😷😷😈😷😈😷😎😎😈😈😈😈😈😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷 jkjk,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.927003,2368,Mo__vargas
1802,,.Faaaaaaaaaaaaaaaacts,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.927422,308,sunnypeaceful01
1803,,GOP &amp; DNC are the pingpong paddles.,"['gop', 'dnc']",['gop'],0.0,"Trumpcare, Obamacare",,DNC::*2*||,[],0,"['gop', 'dnc']",2018-02-20 22:54:51.927634,734,nnnTheCode
1804,,Citizens are the ball.,[],['gop'],0.0,"Trumpcare, Obamacare",,,[],1,"['gop', 'dnc']",2018-02-20 22:54:51.927634,734,nnnTheCode
1805,,Just hope Maia wins so he deservedly gets his shot at the title...,['maia'],[],0.0,nan,,Maia::*2*||,['maia'],0,['maia'],2018-02-20 22:54:51.928311,2577,shannon_ae
1806,,UFC Light Heavyweight Champion Daniel Cormier drops some  references at,"['ufc', 'ufc light heavyweight champion daniel cormier']",[],0.0,"WWE, UFC211",,UFC Light Heavyweight Champion Daniel Cormier::*0*1*2*3*4*5*||,['daniel cormier'],0,"['ufc', 'daniel cormier']",2018-02-20 22:54:51.928934,2970,FrankieSCF
1807,,Democrats broke into this chant after House Republicans voted to repeal Obamacare,"['democrats', 'house republicans', 'republicans', 'obamacare']",[],0.0,nan,,House Republicans::*6*7*||Obamacare::*11*||,['house republicans'],0,"['house', 'obamacare']",2018-02-20 22:54:51.929551,618,SocialLifeMiami
1808,,Why he's so dry?,[],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:51.930289,1073,gomex_mendes
1809,,BTW  this year was terrible,[],[],0.0,Eurovision,,,[],1,[],2018-02-20 22:54:51.930289,1073,gomex_mendes
1810,,EMRI we love you,['emri'],[],0.0,Eurovision,,,[],2,[],2018-02-20 22:54:51.930289,1073,gomex_mendes
1811,,📸 | Liam at  tonight -11,['liam'],[],0.0,WangoTango,,Liam::*2*||,['liam'],0,['liam'],2018-02-20 22:54:51.930962,1765,xElaPayneX
1812,,Look whose dressing rooms we found 🤗,[],[],0.0,WangoTango,,,[],0,[],2018-02-20 22:54:51.931416,1878,gabii97_leal
1813,,Hailee Steinfeld com o @JoJoWright.,['hailee steinfeld'],[],0.0,WangoTango,,Hailee Steinfeld::*0*1*||,[],0,['hailee steinfeld'],2018-02-20 22:54:51.931788,1980,SummerBowden4
1814,,Watching ?,[],[],0.0,"eurovision, diapergirls",,,[],0,[],2018-02-20 22:54:51.932244,1105,unknown9417
1815,,Make sure you're diapered!,[],[],0.0,"eurovision, diapergirls",,,[],1,[],2018-02-20 22:54:51.932244,1105,unknown9417
1816,,Come to  &amp; see  having fun in…,[],[],0.0,"eurovision, diapergirls",,,[],2,[],2018-02-20 22:54:51.932244,1105,unknown9417
1817,,JUST DO IT for your lover,[],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:51.932920,1299,Jakepot_
1818,,Niall tonight at,['niall'],[],0.0,WangoTango,,nan,[],0,['niall'],2018-02-20 22:54:51.933240,1635,OnMyMindNjh
1819,,Deeply disturbing!,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.933473,1409,DiChristine
1820,,where's the lie tho?,[],[],0.0,eurovision,,nan,[],0,[],2018-02-20 22:54:51.933751,1077,anacrusath
1821,,Nah.,[],[],0.0,WhitePeople,,nan,[],0,[],2018-02-20 22:54:51.933934,2519,AetherOfLove
1822,,We're just over being the scapegoat to 's woes..,[],[],0.0,WhitePeople,,,[],1,[],2018-02-20 22:54:51.933934,2519,AetherOfLove
1823,,@DebunkRacistH8 IT IS offensive to  though.,[],[],0.0,whitepeople,,,[],0,[],2018-02-20 22:54:51.934400,2267,murph125
1824,,Stand a viable candidate next time!,[],[],0.0,whitepeople,,,[],1,[],2018-02-20 22:54:51.934400,2267,murph125
1825,,Dont forget that if you drink/drug drive after  you may end up with more points than,[],[],0.0,"Eurovision, Britain",,,[],0,[],2018-02-20 22:54:51.935002,1402,megjojo20
1826,,Camila durante Bad Things no  (via @CabellosEffect),['camila'],[],0.0,WangoTango,,Bad Things::*2*3*||,['camila'],0,['camila'],2018-02-20 22:54:51.935572,2013,defensecabeIlo
1827,,Remember when men took care of their women and children and didn't rely on gov to do it,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.936060,960,rlgordon18_ruth
1828,,FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,"['foxnews', 'carter page', 'fbi', 'fisa']","['carter page', 'fbi', 'adviser']",0.0,nan,,Carter Page::*1*2*||FBI::*3*||FISA::*6*||,['carter page'],0,"['fbi', 'fisa']",2018-02-20 22:54:51.936665,400,newsjunkieswmo
1829,,that lil homie in the back bout to commit sewer side,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.937494,2327,MDMAzing666
1830,,Masvidal coming out to the theme from Scarface,"['masvidal', 'scarface']",['scarface'],0.0,UFC211,,Scarface::*7*||,[],0,['masvidal'],2018-02-20 22:54:51.937698,2868,charteronebuf
1831,,"@swingleft  Vote the evil, laughing jackasses out.",[],[],0.0,AHCA,,Vote::*1*||,[],0,[],2018-02-20 22:54:51.938221,688,jenh58
1832,,"ProudlyLiberal2: KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits infer","['fisa', 'carter page', 'flynn']",['carter page'],0.0,nan,,KeithOlbermann::*1*||News of FISA Warrant::*2*3*4*5*||Carter Page::*7*8*||Flynn::*12*||,"['carter page', 'flynn']",0,['carter'],2018-02-20 22:54:51.938699,482,RageOfAFeminist
1833,,"Amidst the latest gaffe and questionable military tactics, let us not lose sight.",[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.939801,398,akimboh
1834,,"Dems to GOP after AHCA vote: 'Hey hey hey, goodbye' That's Awesome!","['dems', 'gop', 'ahca']",['gop'],0.0,AHCA,,GOP::*2*||AHCA::*4*||Awesome::*11*||,"['gop', 'ahca']",0,"['gop', 'ahca']",2018-02-20 22:54:51.940386,714,vela_mary
1835,,The  Sucks,[],['gop'],0.0,AHCA,,nan,"['gop', 'ahca']",1,"['gop', 'ahca']",2018-02-20 22:54:51.940386,714,vela_mary
1836,,Exactly!,[],[],0.0,nan,,nan,['house republicans'],0,[],2018-02-20 22:54:51.941324,604,SheilaPettifor2
1837,,Putting their seats in jeopardy for nothing!,[],[],0.0,nan,,,['house republicans'],1,[],2018-02-20 22:54:51.941324,604,SheilaPettifor2
1838,,Way to go House Republicans!,['house republicans'],[],0.0,nan,,House Republicans::*3*4*||,['house republicans'],2,[],2018-02-20 22:54:51.941324,604,SheilaPettifor2
1839,,is a hashtag Twitter pushes to incite hate.,['twitter'],['twitter'],0.0,WhitePeople,,Twitter::*3*||,['twitter'],0,[],2018-02-20 22:54:51.942104,2493,JoshhRothenberg
1840,,Ignore it.,[],['twitter'],0.0,WhitePeople,,nan,['twitter'],1,[],2018-02-20 22:54:51.942104,2493,JoshhRothenberg
1841,,"There was no murder , stealing or rape before white people came along there was world peace and everyone could fly.",[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.942701,2562,jojoofu1
1842,,When are we gonna get the big news of russian collusion after a year of duplicitous wiretaps of Trump's entire team?,"['trump', 'russian']",[],0.0,nan,,Trump's::*18*||,['trump'],0,[],2018-02-20 22:54:51.943323,94,Dont_be_a_dweeb
1843,,People immigrate to predominantly white countries because that's the only way to benefit from the resources you sto…,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.944083,2314,hummingrain
1844,,Apparently I must censor myself because some effeminates are watching tv.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.944713,1453,ABrexitBriton
1845,,Voice your concern to reps - now.,[],[],0.0,AHCA,,,['reps'],0,[],2018-02-20 22:54:51.945164,633,ilhanbahar2001
1846,,Proposed  bill will do serious harm to...  by  via @c0nvey,[],[],0.0,AHCA,,,['reps'],1,[],2018-02-20 22:54:51.945164,633,ilhanbahar2001
1847,,Thx.,[],['your plastic surgeon'],0.0,BlackGirlMagic,,nan,[],0,[],2018-02-20 22:54:51.945868,2095,Muthawalker
1848,,Please forward the name of your plastic surgeon.,[],['your plastic surgeon'],0.0,BlackGirlMagic,,,[],1,[],2018-02-20 22:54:51.945868,2095,Muthawalker
1849,,And which  lips did u opt for?,[],['your plastic surgeon'],0.0,BlackGirlMagic,,,[],2,[],2018-02-20 22:54:51.945868,2095,Muthawalker
1850,,"Small, medium,…",[],['your plastic surgeon'],0.0,BlackGirlMagic,,,[],3,[],2018-02-20 22:54:51.945868,2095,Muthawalker
1851,,My God Rodriguez eye.... Ouch,['rodriguez'],[],0.0,"frankieedgar, UFC211",,God Rodriguez::*1*2*||Ouch::*5*||,['god rodriguez'],0,['rodriguez'],2018-02-20 22:54:51.946709,2624,michellensteve
1852,,Remember their names(1/2):,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.947320,712,banditelli
1853,,@RepLaMalfa,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:51.947320,712,banditelli
1854,,@repmcclintock,[],[],0.0,nan,,,[],2,[],2018-02-20 22:54:51.947320,712,banditelli
1855,,@reppaulcook,[],[],0.0,nan,,,[],3,[],2018-02-20 22:54:51.947320,712,banditelli
1856,,@RepJeffDenham,[],[],0.0,nan,,,[],4,[],2018-02-20 22:54:51.947320,712,banditelli
1857,,@RepDavidValadao,[],[],0.0,nan,,,[],5,[],2018-02-20 22:54:51.947320,712,banditelli
1858,,@devinnunes…,[],[],0.0,nan,,,[],6,[],2018-02-20 22:54:51.947320,712,banditelli
1859,,Take note.,[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:51.948060,612,belindabeezz
1860,,This is just one consequence of the .,[],[],0.0,AHCA,,,[],1,[],2018-02-20 22:54:51.948060,612,belindabeezz
1861,,Please see @courtwhip's timeline re:  'prankster'.,[],[],0.0,eurovision,,,[],0,[],2018-02-20 22:54:51.948571,1232,BlackTrotter
1862,,He 1) is a serial harasser of celebrity women &amp; 2) not Australian,['australian'],[],0.0,eurovision,,Australian::*12*||,[],1,[],2018-02-20 22:54:51.948571,1232,BlackTrotter
1863,,Maybe Obama is seeking asylum in Germany,"['obama', 'germany']",['germany'],0.0,nan,,Obama::*1*||Germany::*6*||,"['obama', 'germany']",0,"['obama', 'germany']",2018-02-20 22:54:51.949490,116,cwa92464
1864,,Hey @SBS Can we have a competition where we can vote for next years Aussie  entry?,['aussie'],[],0.0,Eurovision,,Aussie::*14*||,[],0,[],2018-02-20 22:54:51.950103,1353,probably
1865,,I need the Eurovision season to last longer!,['eurovision'],[],0.0,Eurovision,,Eurovision::*3*||,[],1,[],2018-02-20 22:54:51.950103,1353,probably
1866,,Former Trump Adviser Carter Page Was Being Monitored by FBI (Report),"['trump', 'carter page', 'fbi']","['fbi', 'carter page', 'adviser']",0.0,nan,,nan,"['carter page', 'fbi']",0,['fbi'],2018-02-20 22:54:51.951177,408,TheWrap
1867,,The asshole brigade.,[],[],0.0,"AHCA, Trumpcare",,,['brigade'],0,[],2018-02-20 22:54:51.951547,631,blueplanetradio
1868,,"In the 40s, Dems demonized Asians.","['dems', 'asians']",[],0.0,WhitePeople,,40s::*2*||Dems::*3*||Asians::*5*||,"['dems', 'dems', 'dems']",0,[],2018-02-20 22:54:51.951849,2363,MillsBonn
1869,,"Until the 60s, Dems demonized African Americans.","['dems', 'african americans']",[],0.0,WhitePeople,,60s::*2*||Dems::*3*||African Americans::*5*6*||,"['dems', 'dems', 'dems']",1,[],2018-02-20 22:54:51.951849,2363,MillsBonn
1870,,"Today, Dems demonize .",['dems'],[],0.0,WhitePeople,,Dems::*1*||,"['dems', 'dems', 'dems']",2,[],2018-02-20 22:54:51.951849,2363,MillsBonn
1871,,And we're deplorable?,[],[],0.0,WhitePeople,,,"['dems', 'dems', 'dems']",3,[],2018-02-20 22:54:51.951849,2363,MillsBonn
1872,,"Well trump voters, if this isn't proof he doesn't care about u &amp; never did idk what is",['trump'],[],0.0,"AHCA, trumpfail, Trump",,,[],0,[],2018-02-20 22:54:51.953731,987,FlipNoir
1873,,is trending.,[],[],0.0,"WhitePeople, PeopleDemocratsHate",,nan,[],0,[],2018-02-20 22:54:51.954330,2421,jtkola
1874,,is probably trending too.,[],[],0.0,"WhitePeople, PeopleDemocratsHate",,nan,[],1,[],2018-02-20 22:54:51.954330,2421,jtkola
1875,,The foreign countries are only voting for us on  because half there relatives are over here,[],[],0.0,eurovision,,,[],0,[],2018-02-20 22:54:51.954554,1166,HoI1ddK9nI3QIdl
1876,,@SenateMajLdr @SpeakerRyan Can't wait for the 2018 elections!,[],[],0.0,"Obamacare, AHCA",,,['karma'],0,[],2018-02-20 22:54:51.955114,953,fergusoneddie
1877,,Karma is a bitch ASSHATS!!,['karma'],[],0.0,"Obamacare, AHCA",,ASSHATS::*4*||,['karma'],1,[],2018-02-20 22:54:51.955114,953,fergusoneddie
1878,,Loving @noahcyrus at  with her new single,[],[],0.0,"WangoTango, StayTogether",,,[],0,[],2018-02-20 22:54:51.955870,1869,captain_smores
1879,,"@SueinRockville Hurry, Convene The Death Panel: The House Republicans just passed Trumpcare.","['death panel', 'house republicans', 'trumpcare']",[],0.0,nan,,Hurry::*1*||Convene The Death Panel::*2*3*4*5*||House Republicans::*7*8*||Trumpcare::*11*||,['convene'],0,['house'],2018-02-20 22:54:51.956252,655,addison_dr
1880,,hilary clinton is not a good role model or example of  - do not judge a whole race by how disgusting and vile she is.,['clinton'],[],0.0,whitepeople,,nan,[],0,['clinton'],2018-02-20 22:54:51.957192,2373,AricCougar
1881,,Let's get  trending as the right name for  since that's what it really is!,[],[],0.0,"TheResistance, Deathcare, AHCA",,,[],0,[],2018-02-20 22:54:51.957383,832,JustLibertyRi
1882,,PLS RETWEET,[],[],0.0,"TheResistance, Deathcare, AHCA",,nan,[],1,[],2018-02-20 22:54:51.957383,832,JustLibertyRi
1883,,@mikefarb1,[],[],0.0,"TheResistance, Deathcare, AHCA",,,[],2,[],2018-02-20 22:54:51.957383,832,JustLibertyRi
1884,,@HouseGOP,[],[],0.0,"TheResistance, Deathcare, AHCA",,,[],3,[],2018-02-20 22:54:51.957383,832,JustLibertyRi
1885,,My president fired $80m of missiles to change the narrative and all I got was Carter Page trending.,['carter page'],"['carter page', 'president']",0.0,nan,,Carter Page::*15*16*||,['carter page'],0,[],2018-02-20 22:54:51.958105,299,JohnFugelsang
1886,,So thoroughly insufferable that the entire rest of the world is clamoring to come live in the societies we build.,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.958802,2354,Rahl_Idaho
1887,,The words and beliefs that my words reflect built and nurtured this nation.,[],[],0.0,"Commie, WhitePeople",,,[],0,[],2018-02-20 22:54:51.959458,2132,Conservative220
1888,,Get a clue .,[],[],0.0,"Commie, WhitePeople",,,[],1,[],2018-02-20 22:54:51.959458,2132,Conservative220
1889,,"Stop fascist regime &amp; House Republicans bf more hurt/killed, here or arnd world!",['house republicans'],[],0.0,"AHCA, Obamacare",,House Republicans::*4*5*||,[],0,[],2018-02-20 22:54:51.960174,957,JasmineSonadora
1890,,Health Care Act,['health care act'],[],0.0,"AHCA, Obamacare",,nan,[],1,[],2018-02-20 22:54:51.960174,957,JasmineSonadora
1891,,@janekleeb @NebraskaDems We need to work with everything we've got to turn NE house seats in 2018.,"['ne', 'house']",[],0.0,nan,,NE::*12*||,[],0,[],2018-02-20 22:54:51.960946,715,sunkist111
1892,,Evil.,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.961731,728,AdriaSkywalker
1893,,My pinned tweet IS NOT A JOKE!!!,[],[],0.0,"AHCA, ResistTrump, VoteThemOut",,JOKE::*6*||,[],0,[],2018-02-20 22:54:51.961951,837,JamesRusso2d3d
1894,,We must  plz read n spread my pinned 🙌🏽🙌🏽🙌🏽 @mmpadellan @funder @CNN,[],[],0.0,"AHCA, ResistTrump, VoteThemOut",,,[],1,[],2018-02-20 22:54:51.961951,837,JamesRusso2d3d
1895,,20 Republican House Members Voted Against the Healthcare Bill,"['republican', 'healthcare bill']",[],0.0,"Obamacare, AHCA",,nan,[],0,"['republican house', 'healthcare bill']",2018-02-20 22:54:51.962760,773,ProjRepubic
1896,,As nominally as Campaign Manager Manaford.,['campaign manager manaford'],"['campaign manager', 'manaford']",0.0,shitshow,,Campaign Manager Manaford::*3*4*5*||,['campaign manager manaford'],0,[],2018-02-20 22:54:51.963113,253,tummler10
1897,,"Otro video de Niall cantando ""Slow Hands"" 😍😍  (via @chxudry)","['niall cantando', 'slow hands']",[],0.0,WangoTango,,Niall::*3*||Slow Hands::*5*6*||,[],0,[],2018-02-20 22:54:51.963618,1671,candu2019
1898,,Can someone name the number of genocides committed by Blacks?,[],[],0.0,WhitePeople,,Blacks::*9*||,[],0,[],2018-02-20 22:54:51.964313,2172,Kings_Secret
1899,,We know for the Whites...Thanks in advance.,[],[],0.0,WhitePeople,,Whites::*4*||,[],1,[],2018-02-20 22:54:51.964313,2172,Kings_Secret
1900,,Senate Republicans Already Say the House Health Care Law ‘Falls Short’,"['senate republicans', 'house', 'health care law']",[],0.0,nan,,nan,[],0,['senate'],2018-02-20 22:54:51.965244,614,MillarMatthews
1901,,I want front row   @1027kiisfm,[],[],0.0,"wangotango, UPGRADE",,,[],0,[],2018-02-20 22:54:51.965657,2009,NexusSocialLA
1902,,Those tweeting about the greatness of  believe they contributed simply by being white.,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.965972,2440,UnarmedBlack
1903,,They are admitting their privilege.,[],[],0.0,WhitePeople,,,[],1,[],2018-02-20 22:54:51.965972,2440,UnarmedBlack
1904,,Its @demianmaia  Time 💪,[],[],0.0,UFC211,,Time::*2*||,[],0,[],2018-02-20 22:54:51.966670,3045,PauloHill16
