,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
2159,God the hosts of  are funny lol,[],[],0.0,eurovision,,['god'],0,[],2019-01-27 13:18:17.652901,1370,sjlangs
2160,"God damn it, someone with an Australian flag jumped on stage and pulled their pants down.",['australian'],[],0.0,nan,Australian::*6*||,[],0,[],2019-01-27 13:18:17.653368,1371,PatrickL0311
2161,This is why we can't have nice things.,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:17.653368,1371,PatrickL0311
2162,god bless,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.654300,1372,_chweyuk
2163,Germany in recent  :,['germany'],['germany'],0.0,Eurovision,,['germany'],0,['germany'],2019-01-27 13:18:17.654480,1373,jonas_free
2164,2015: 27th place,[],['germany'],0.0,Eurovision,27th::*1*||,['germany'],1,['germany'],2019-01-27 13:18:17.654480,1373,jonas_free
2165,2016: 26th place,[],['germany'],0.0,Eurovision,26th::*1*||,['germany'],2,['germany'],2019-01-27 13:18:17.654480,1373,jonas_free
2166,2017: 25th place,[],['germany'],0.0,Eurovision,25th::*1*||,['germany'],3,['germany'],2019-01-27 13:18:17.654480,1373,jonas_free
2167,2040: 1st place,[],['germany'],0.0,Eurovision,1st::*1*||,['germany'],4,['germany'],2019-01-27 13:18:17.654480,1373,jonas_free
2168,We're coming for it!,[],['germany'],0.0,Eurovision,,['germany'],5,['germany'],2019-01-27 13:18:17.654480,1373,jonas_free
2169,George Soros: I carry potent messianic fantasies   i,['george soros'],['george soros'],0.0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros::*0*1*||,['george soros'],0,[],2019-01-27 13:18:17.656378,1374,YeyenAmitab
2170,George Soros wants to bring down Europe's borders   i,"['george soros', 'europe']","['george soros', 'europe']",0.0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros::*0*1*||Europe's::*6*||,"['george soros', 'europe']",0,['george soros'],2019-01-27 13:18:17.656902,1375,YoyaClarice
2171,George Soros thinks he's God   i,['george soros'],['george soros'],0.0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros::*0*1*||God::*4*||,"['george soros', 'god']",0,['george soros'],2019-01-27 13:18:17.657549,1376,YongNajir
2172,George Soros Feels No Guilt In Helping The Nazis   i,"['george soros', 'nazis']",[],0.0,"Eurovision, UFC211, Portugal, WhitePeople",nan,['george soros'],0,"['george soros', 'nazis']",2019-01-27 13:18:17.658160,1377,ZebedeeGrampa
2173,Fuck.,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.658504,1378,whoisgsk
2174,😭❤️,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:17.658504,1378,whoisgsk
2175,Fuck you.,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.658798,1379,qualeatuamoca
2176,Fuck,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.659017,1380,whoisgsk
2177,From Mexico @frankgabbani     @EurovisionMex,['mexico'],[],0.0,"occidentaliskarma, Eurovision, CelebrateDiversity, 12points",Mexico::*1*||,['mexico'],0,['mexico'],2019-01-27 13:18:17.659240,1381,EurovisionMex
2178,From : Brilliant  parody!!,[],[],0.0,"BBC, ISIS",Brilliant::*2*||,[],0,[],2019-01-27 13:18:17.659670,1382,zlando
2179,I EXPLODED... from laughter!,[],[],0.0,"BBC, ISIS",EXPLODED::*1*||,[],1,[],2019-01-27 13:18:17.659670,1382,zlando
2180,Only INFIDELS allowed to watch!,[],[],0.0,"BBC, ISIS",INFIDELS::*1*||,[],2,[],2019-01-27 13:18:17.659670,1382,zlando
2181,France.,['france'],['france'],0.0,"subtle, Eurovision",nan,['france'],0,[],2019-01-27 13:18:17.660897,1383,williammoalaeua
2182,OR MAYBE SOME OTHER COUNTRY HOW COULD WE TELL FROM THIS STAGING?,[],['france'],0.0,"subtle, Eurovision",nan,['france'],1,[],2019-01-27 13:18:17.660897,1383,williammoalaeua
2183,Forfurther inquiry,[],[],0.0,"Eurovision, UFC211, WangoTangoAmauryEscoto",,[],0,[],2019-01-27 13:18:17.661327,1384,IslamPeace22
2184,For further inquiry👇,[],[],0.0,"Eurovision, UF, WangoTangoAmauryEscoto",,[],0,[],2019-01-27 13:18:17.661609,1385,alfares_dr
2185,For further inquiry👇,[],[],0.0,"Eurovision, WangoTangoAmauryEscoto",,[],0,[],2019-01-27 13:18:17.661912,1386,IslamPeace22
2186,For further inquiry👇,[],[],0.0,"Eurovision, UF, WangoTangoAmauryEscoto",,[],0,[],2019-01-27 13:18:17.662229,1387,alfares_dr
2187,For further inquiry,[],"['www', 'www.whyislam.p']",0.0,"Eurovision, UFC211, WangoTangoAmauryEscoto",,[],0,[],2019-01-27 13:18:17.662510,1388,alfares_dr
2188,Www.Whyislam.p,[],"['www', 'www.whyislam.p']",0.0,"Eurovision, UFC211, WangoTangoAmauryEscoto",nan,[],1,[],2019-01-27 13:18:17.662510,1388,alfares_dr
2189,For further inquiry,[],[],0.0,"Eurovision, UFC211, WangoTangoAmauryEscoto",,[],0,[],2019-01-27 13:18:17.662850,1389,alfares_dr
2190,Flight Back to   2day show   VIP meet&amp;greet $48.00 plus  parkinglot gate 8  party,[],[],0.0,"LosAngeles, ILLMUZAKMANAGEMENT, tourlife, MIXTAPE, Eurovision",Flight Back::*0*1*||2day::*3*||VIP::*5*||,[],0,[],2019-01-27 13:18:17.663124,1390,24HOURGRIND
2191,First they win the EUROs now it's looking like they will win the  Portugal is taking over Europe 😁😁,"['portugal', 'europe']","['europe', 'portugal']",0.0,Eurovision,EUROs::*4*||Portugal::*13*||Europe::*17*||,"['portugal', 'europe']",0,"['portugal', 'europe']",2019-01-27 13:18:17.663895,1391,t1qRzmJY8lKzTiR
2192,EXPERIENCE TRANQUILITY,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.664889,1392,CernSkull
2193,expectations vs reality,[],[],0.0,eurovision,nan,[],0,[],2019-01-27 13:18:17.665121,1393,CarlitaLincecum
2194,Everyone: This sounds like Titanium by David Guetta and Sia,"['titanium', 'david guetta', 'sia']","['germany', 'david guetta', 'david guetta']",0.0,nan,Titanium by David Guetta::*4*5*6*7*||Sia::*9*||,"['titanium', 'david guetta', 'germany', 'david guetta']",0,"['david guetta', 'sia']",2019-01-27 13:18:17.665294,1394,mtvjai
2195,Germany: ThIs SouNdS LiKe tiTaNIum bY DavID gUeTta aNd…,"['germany', 'titanium', 'david guetta']","['germany', 'david guetta', 'david guetta']",0.0,nan,SouNdS::*2*||DavID::*6*||,"['titanium', 'david guetta', 'germany', 'david guetta']",1,"['david guetta', 'sia']",2019-01-27 13:18:17.665294,1394,mtvjai
2196,everyone: since when is australia in europe?,"['australia', 'europe']",[],0.0,Eurovision,,"['europe', 'europe']",0,[],2019-01-27 13:18:17.666539,1395,piccolocuo
2197,austalia: SiNcE wHeN iS aUsTrAlia iN eUrOpE?,"['australia', 'europe']",[],0.0,Eurovision,SiNcE::*1*||,"['europe', 'europe']",1,[],2019-01-27 13:18:17.666539,1395,piccolocuo
2198,"Eurovision voting for a guy who hates eurovision is what 2017 is all about really, isn't it?",['eurovision'],[],0.0,eurovision,,"['eurovision', 'eurovision']",0,[],2019-01-27 13:18:17.667213,1396,TezMillerOz
2199,Europe: but Australia isn't in Europe?,"['europe', 'australia']","['europe', 'europe', 'australia']",0.0,Eurovision,nan,"['europe', 'australia', 'europe', 'eurovision', 'australia', 'europe']",0,"['australia', 'australia']",2019-01-27 13:18:17.667852,1397,Pony_Farts
2200,Eurovision: BUt auStraLIA iSnT IN euROpe?,"['eurovision', 'australia']","['europe', 'europe', 'australia']",0.0,Eurovision,,"['europe', 'australia', 'europe', 'eurovision', 'australia', 'europe']",1,"['australia', 'australia']",2019-01-27 13:18:17.667852,1397,Pony_Farts
2201,"Europe, this is your last chance to keep us in, vote for us for a change!",['europe'],['europe'],0.0,Eurovision,,['europe'],0,[],2019-01-27 13:18:17.668343,1398,uCKMSaU6Y5vAQbL
2202,ed balls listens to evanescence pass it on,"['ed balls', 'evanescence']",[],0.0,nan,nan,['evanescence'],0,[],2019-01-27 13:18:17.668895,1399,ella_raddo
2203,"Duets are for TWO people, they said.",[],['croatia'],0.0,nan,TWO::*3*||,['croatia'],0,[],2019-01-27 13:18:17.669077,1400,kyleo71
2204,"You can't sing two parts ALONE, they said.",[],['croatia'],0.0,nan,ALONE::*5*||,['croatia'],1,[],2019-01-27 13:18:17.669077,1400,kyleo71
2205,"It'll be weird, they said.",[],['croatia'],0.0,nan,,['croatia'],2,[],2019-01-27 13:18:17.669077,1400,kyleo71
2206,Croatia:…,['croatia'],['croatia'],0.0,nan,,['croatia'],3,[],2019-01-27 13:18:17.669077,1400,kyleo71
2207,"Dude I like your song, don't go all Ryan Gosling in La La Land on me.","['ryan gosling', 'la la land']",['ryan gosling'],0.0,Eurovision,Ryan Gosling in La La Land::*8*9*10*11*12*13*||,"['ryan gosling', 'la la land']",0,"['ryan gosling', 'la la land']",2019-01-27 13:18:17.670397,1401,yjpjzPiWlo8RbFO
2208,Dont forget that if you drink/drug drive after  you may end up with more points than,[],[],0.0,"Eurovision, Britain",,[],0,[],2019-01-27 13:18:17.671123,1402,megjojo20
2209,don't worry guys we could still win the electoral college,['electoral college'],[],0.0,EUROVISION,nan,[],0,[],2019-01-27 13:18:17.671686,1403,Matt_SpaceOtaku
2210,Don't worry bro...,[],[],0.0,"eurovision, manelnavarro",,[],0,[],2019-01-27 13:18:17.671869,1404,paulablaux
2211,I got you @ManelNMusic,[],[],0.0,"eurovision, manelnavarro",,[],1,[],2019-01-27 13:18:17.671869,1404,paulablaux
2212,Do it for your lover,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.672300,1405,CarlitaLincecum
2213,DO IT FOR THE LAST PLACE,[],[],0.0,"EurovisionRTVE, Eurovision, ESC2017",nan,[],0,[],2019-01-27 13:18:17.672592,1406,Hannah_DeForest
2214,Didnt even know this was a country,[],[],0.0,"BLR, Eurovision",,[],0,[],2019-01-27 13:18:17.672771,1407,mattismylife97
2215,did that happen for real?,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.673121,1408,DessertsRadio
2216,Deeply disturbing!,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.673298,1409,DiChristine
2217,"Death, Taxes and this",['texas'],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.673562,1410,chrisomni
2218,"Dear Australia, WE LOVE YOU!",['australia'],['australia'],0.0,Eurovision,nan,['dear australia'],0,[],2019-01-27 13:18:17.673804,1411,BsQ25IIwfgzESDg
2219,DEAD 😂😂😂😂😂,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.674071,1412,oBfDHDdfkKWSbz5
2220,Cue the  jokes,[],[],0.0,"Brexit, Eurovision",,[],0,[],2019-01-27 13:18:17.674286,1413,williammoalaeua
2221,CROATIA TO WIN!,['croatia'],"['sweden', 'romania', 'croatia']",0.0,eurovision,nan,"['croatia', 'romania', 'sweden']",0,"['croatia', 'romania']",2019-01-27 13:18:17.674647,1414,najera_imelda
2222,(also bonus points to yodelling Romania and treadmill Sweden),"['romania', 'sweden']","['sweden', 'romania', 'croatia']",0.0,eurovision,Romania::*5*||Sweden::*8*||,"['croatia', 'romania', 'sweden']",1,"['croatia', 'romania']",2019-01-27 13:18:17.674647,1414,najera_imelda
2223,CREEPY FINGERS 0/10,[],[],0.0,"Eurovision, POR",nan,[],0,[],2019-01-27 13:18:17.675505,1415,mattismylife97
2224,"Congratulations, !",[],['ukraine'],0.0,"Portugal, Eurovision",,"['kyiv', 'ukraine']",0,['ukraine'],2019-01-27 13:18:17.675703,1416,FSwissmartini
2225,Worthy winner of  in Kyiv!,['kyiv'],['ukraine'],0.0,"Portugal, Eurovision",Kyiv::*4*||,"['kyiv', 'ukraine']",1,['ukraine'],2019-01-27 13:18:17.675703,1416,FSwissmartini
2226,Congratulations also to Ukraine for hosting a superb song contest!,['ukraine'],['ukraine'],0.0,"Portugal, Eurovision",Ukraine::*3*||,"['kyiv', 'ukraine']",2,['ukraine'],2019-01-27 13:18:17.675703,1416,FSwissmartini
2227,Congratulations Portugal,['portugal'],"['lisbon', 'portugal']",0.0,Eurovision,nan,"['congratulations portugal', 'lisbon']",0,['lisbon'],2019-01-27 13:18:17.676697,1417,kentkristensen0
2228,You did great see you in Lisbon next year 💕🌹💜💖💞😜🍾🍹,['lisbon'],"['lisbon', 'portugal']",0.0,Eurovision,Lisbon::*6*||,"['congratulations portugal', 'lisbon']",1,['lisbon'],2019-01-27 13:18:17.676697,1417,kentkristensen0
2229,Congratulations Moldova for the 3rd place ❤️,['moldova'],['moldova'],0.0,"Eurovision, Moldova, sunstrokeproject, EpicSaxGuy",Moldova::*1*||3rd::*4*||,['congratulations moldova'],0,['moldova'],2019-01-27 13:18:17.677311,1418,carpe_canem
2230,Congrats to  for the victory at .,[],[],0.0,"Portugal, Eurovision, Bulgaria, portugaleurovision",,[],0,[],2019-01-27 13:18:17.677896,1419,betbitlive
2231,Also to  for coming in a strong 2nd place!,[],[],0.0,"Portugal, Eurovision, Bulgaria, portugaleurovision",2nd::*7*||,[],1,[],2019-01-27 13:18:17.677896,1419,betbitlive
2232,choose your fighter,[],[],0.0,eurovision,nan,[],0,[],2019-01-27 13:18:17.678677,1420,igelzeit
2233,CHOOSE YOUR FIGHTER,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.678855,1421,ShortBeckie
2234,Carl shook off his disappoint that Le Pen lost and performed quite well tonight.,"['carl', 'le pen']",[],0.0,Eurovision,Le Pen::*6*7*||,"['carl', 'le pen']",0,"['carl', 'le pen']",2019-01-27 13:18:17.679026,1422,federer231
2235,@Sargon_of_Akkad,[],[],0.0,Eurovision,,"['carl', 'le pen']",1,"['carl', 'le pen']",2019-01-27 13:18:17.679026,1422,federer231
2236,"Can we get skepsis, darkzy or bru-c representing us on  next year",[],[],0.0,EUROVISION,,[],0,[],2019-01-27 13:18:17.679780,1423,rFcdRiwgGu9726F
2237,By celebrate diversity did we mean 6 armed women,[],[],0.0,"eurovision, arm",,[],0,[],2019-01-27 13:18:17.680333,1424,jojothehobbit
2238,Buzzfeed Germany has no chill,['buzzfeed germany'],['buzzfeed'],0.0,Eurovision,Buzzfeed Germany::*0*1*||,['germany'],0,['buzzfeed germany'],2019-01-27 13:18:17.680766,1425,badpromdate
2239,Britain's Lucie Jones wins a standing ovation after her dazzling  performance,"['britain', 'lucie jones']","['britain', 'lucie jones']",0.0,Eurovision,Britain's Lucie Jones::*0*1*2*||,"['britain', 'lucie jones']",0,['lucie jones'],2019-01-27 13:18:17.681227,1426,NewsInTheWorld
2240,"Britain, can we have your scores please...",['britain'],['britain'],0.0,eurovision,,['britain'],0,[],2019-01-27 13:18:17.681813,1427,gareth_hurley
2241,Bring back the gorilla... 0/10,['gorilla'],[],0.0,"Eurovision, GRE",,[],0,[],2019-01-27 13:18:17.682228,1428,mattismylife97
2242,BREAKING: Last minute entry into the !,[],[],0.0,Eurovision,Last::*1*||,[],0,[],2019-01-27 13:18:17.682711,1429,rWcW228kQCDBqpl
2243,"Bowie is dead, and this song makes it seem like he never lived",['bowie'],[],0.0,Eurovision,,['bowie'],0,['bowie'],2019-01-27 13:18:17.683277,1430,FlagellumOBrien
2244,Bottoms up.,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.683744,1431,kyleo71
2245,Boobs,[],[],0.0,"Eurovision, pol",nan,[],0,[],2019-01-27 13:18:17.684000,1432,mattismylife97
2246,Bless,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:17.684204,1433,suga4town
2247,Bill and Hillary Clinton Body Count   i,"['bill', 'hillary clinton']",['bill'],0.0,"Eurovision, UFC211, Portugal, WhitePeople",nan,"['bill', 'hillary clinton body']",0,"['bill', 'hillary clinton body count i']",2019-01-27 13:18:17.684402,1434,ZQuenton
2248,"Best one so far, but that doesn't really say much",[],[],0.0,"AUS, Eurovision",,[],0,[],2019-01-27 13:18:17.684698,1435,mattismylife97
2249,"Besides, I think next year we should just enter Sia to troll with everybody.",['sia'],[],0.0,"AUS, SBSEurovision, eurovision",Sia::*9*||,[],0,[],2019-01-27 13:18:17.685197,1436,Ky1i3F
2250,"Believe me, it is.",[],[],0.0,eurovision,nan,[],0,[],2019-01-27 13:18:17.685855,1437,TrumpResistX
2251,While liberals are raving over  the details always been on @TomiLahren &amp; @seanhannity…,['liberals'],[],0.0,eurovision,,[],1,[],2019-01-27 13:18:17.685855,1437,TrumpResistX
2252,Because the  vision is to assimilate the whole world.,[],[],0.0,"Euro, EU, Eurovision, Australia",,[],0,[],2019-01-27 13:18:17.686503,1438,realcreteguy
2253,Resistance is futile!,[],[],0.0,"Euro, EU, Eurovision, Australia",,[],1,[],2019-01-27 13:18:17.686503,1438,realcreteguy
2254,;),[],[],0.0,"Euro, EU, Eurovision, Australia",,[],2,[],2019-01-27 13:18:17.686503,1438,realcreteguy
2255,"beautiful cinnamon roll too good for this world, too pure",['cinnamon roll'],[],0.0,eurovision,nan,[],0,[],2019-01-27 13:18:17.687276,1439,Oskolok__
2256,Beautiful @birgitstauber!,[],[],0.0,"esc2017, Eurovision, eurovision17",,[],0,[],2019-01-27 13:18:17.687508,1440,GermanActress
2257,BBC News -  2017: 's ballad wins contest,['bbc news'],['bbc'],0.0,"Eurovision, Portugal",BBC News::*0*1*||,['bbc news'],0,['bbc news'],2019-01-27 13:18:17.687814,1441,leonjwilliams
2258,BBC are already on to Adele.,"['bbc', 'adele']",['bbc'],0.0,Eurovision,Adele::*5*||,['adele'],0,['bbc'],2019-01-27 13:18:17.688492,1442,Harkinson
2259,Barack Obama was Caught Smoking Crack in Limousine with Gay Lover   b,"['barack obama', 'limousine']","['gay lover', 'barack obama']",0.0,"Eurovision, WhitePeople",Barack Obama::*0*1*||,"['barack obama', 'limousine', 'gay lover']",0,"['barack obama', 'gay lover']",2019-01-27 13:18:17.688996,1443,vcapozzi2
2260,Azerbaijan isn't actually a real country but no one seems to have noticed.,['azerbaijan'],['azerbaijan'],0.0,Eurovision,,['azerbaijan'],0,['azerbaijan'],2019-01-27 13:18:17.689776,1444,yerolcusu
2261,AUSTRALIA WE LET YOU PARTICAPATE THIS ONCE AND THIS IS THE THANKS WE GET?😂😂,['australia'],['australia'],0.0,"EUROVISION, ESC2017",nan,[],0,['australia'],2019-01-27 13:18:17.690321,1445,elsinga86
2262,Australia is offshoring so many jobs that even their mooning is being performed by foreigners,['australia'],['australia'],0.0,eurovision,,['australia'],0,['australia'],2019-01-27 13:18:17.690517,1446,polypep
2263,Australia is my favourite country in Europe,"['australia', 'europe']","['europe', 'australia']",0.0,EUROVISION,Europe::*6*||,"['australia', 'europe']",0,"['australia', 'europe']",2019-01-27 13:18:17.691059,1447,emmabakerx
2264,ATTENTION: Arse-bearer at the !,[],[],0.0,Eurovision,Arse-bearer::*1*||,[],0,[],2019-01-27 13:18:17.691558,1448,0242XIhr56fj56G
2265,At least you don't need this  voting guide this year.,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.692250,1449,passthedolma
2266,Or do you....?,[],[],0.0,Eurovision,,[],1,[],2019-01-27 13:18:17.692250,1449,passthedolma
2267,"as if we weren't already unpopular, post-brexit united kingdom may be the first contestant to actually get negative points!",['united kingdom'],[],0.0,nan,nan,['united kingdom'],0,[],2019-01-27 13:18:17.692870,1450,lovliestpmI
2268,As I said to @navahw: Nothing says Ukraine to me quite like a chainmail tunic and leather-clad background dancers.…,['ukraine'],['ukraine'],0.0,nan,Ukraine::*7*||,['ukraine'],0,['ukraine'],2019-01-27 13:18:17.693059,1451,navahw
2269,Are they complaining about Australia in  because of how well we do in the commonwealth games?,"['australia', 'commonwealth games']","['australia', 'the commonwealth games']",0.0,eurovision,Australia::*4*||,['australia'],0,['australia'],2019-01-27 13:18:17.693780,1452,MattHarveyStuff
2270,Apparently I must censor myself because some effeminates are watching tv.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:17.694583,1453,ABrexitBriton
2271,And you're wondering why we're leaving?,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.695073,1454,shschmidt
2272,and with that swift but firm booty shake - australia were never invited back,[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.695478,1455,RaeRawrRae1
2273,And the award for best Eurovision commentary goes @GrantAgnew 😂👍🏻,['eurovision'],[],0.0,Eurovision,Eurovision::*5*||,[],0,[],2019-01-27 13:18:17.695666,1456,V2x82amZL4kB69p
2274,And Portugal have won  for the first time!,['portugal'],"['salvador sobral', 'portugal']",0.0,"Eurovision, ESC2017",Portugal::*1*||,"['portugal', 'salvador sobral']",0,['portugal'],2019-01-27 13:18:17.696235,1457,Eurobloccat
2275,Congratulations Salvador Sobral!,['salvador sobral'],"['salvador sobral', 'portugal']",0.0,"Eurovision, ESC2017",nan,"['portugal', 'salvador sobral']",1,['portugal'],2019-01-27 13:18:17.696235,1457,Eurobloccat
2276,Amusing ourselves between  songs by looking for dancing queens on  (YT13 Add42497…,[],[],0.0,Eurovision,YT13 Add42497::*10*11*||,['queens'],0,[],2019-01-27 13:18:17.696884,1458,awildart
2277,Americans on Twitter during  - now you know how us Europeans feel during Superbowl 😂,"['americans', 'twitter', 'europeans', 'superbowl']",['twitter'],0.0,Eurovision,Americans on Twitter::*0*1*2*||Europeans::*10*||Superbowl::*13*||,"['twitter', 'europeans']",0,[],2019-01-27 13:18:17.697562,1459,allie_sumner
2278,All the Americans in my timeline are jealous of  and we tell them that's why we don't go to war anymore,['americans'],[],0.0,Eurovision,Americans::*2*||,[],0,[],2019-01-27 13:18:17.698484,1460,maggieinlondon
2279,Ahhhhh the winning  song; 'Amar Pelos Dois' sung by Salvador and his sister Luisa.,"['amar pelos dois', 'salvador', 'luisa']","['amar pelos dois', 'luisa', 'salvador']",0.0,"Eurovision, ESC2017",Amar Pelos Dois::*4*5*6*||Salvador::*9*||Luisa::*13*||,"['amar pelos dois', 'salvador', 'luisa']",0,"['salvador', 'luisa.']",2019-01-27 13:18:17.699214,1461,SerendipitySays
2280,"Ah, this is boring.",[],['alexander rybak'],0.0,Eurovision,,['alexander rybak'],0,['alexander rybak.'],2019-01-27 13:18:17.700188,1462,CraigCarrigan2
2281,Check our the best ever  winner.,[],['alexander rybak'],0.0,Eurovision,,['alexander rybak'],1,['alexander rybak.'],2019-01-27 13:18:17.700188,1462,CraigCarrigan2
2282,Fairytale by Alexander Rybak.,"['fairytale', 'alexander rybak']",['alexander rybak'],0.0,Eurovision,nan,['alexander rybak'],2,['alexander rybak.'],2019-01-27 13:18:17.700188,1462,CraigCarrigan2
2283,"ah yes, the jewelled milk carton, my favourite instrument",[],[],0.0,Eurovision,nan,[],0,[],2019-01-27 13:18:17.700858,1463,thebeangabby
2284,After writing the title to your essay,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.701040,1464,PingoId91
2285,After Brexit does the UK have to stop competing in ?,"['brexir', 'uk']",['uk'],0.0,Eurovision,Brexit::*1*||UK::*4*||,['uk'],0,"['brexit', 'uk']",2019-01-27 13:18:17.701401,1465,MattHarveyStuff
2286,ADMIN : Western Cape,['western cape'],"['worker', 'western cape\ngeneral office']",0.0,JOB,Western Cape::*2*3*||,['western cape general office'],0,['western cape general office'],2019-01-27 13:18:17.702021,1466,tolajobjobs
2287,General Office worker required.,[],"['worker', 'western cape\ngeneral office']",0.0,JOB,General Office::*0*1*||,['western cape general office'],1,['western cape general office'],2019-01-27 13:18:17.702021,1466,tolajobjobs
2288,Must be ...[READ MORE] &gt;&gt;,[],"['worker', 'western cape\ngeneral office']",0.0,JOB,READ::*2*||,['western cape general office'],2,['western cape general office'],2019-01-27 13:18:17.702021,1466,tolajobjobs
2289,ADMIN : Mpumalanga,[],"['administrator', 'nelspruit']",0.0,"JOB, Eurovision",Mpumalanga::*2*||,[],0,['nelspruit'],2019-01-27 13:18:17.703122,1467,tolajobjobs
2290,ADMINISTRATOR REQUIRED IN NELSPRUIT     ...[READ MORE] &gt;&gt;,[],"['administrator', 'nelspruit']",0.0,"JOB, Eurovision",ADMINISTRATOR REQUIRED IN NELSPRUIT [READ::*0*1*2*3*4*||,[],1,['nelspruit'],2019-01-27 13:18:17.703122,1467,tolajobjobs
2291,ADMIN : KwaZulu/Natal,[],['natal'],0.0,JOB,KwaZulu::*2*||Natal::*3*||,['kwazulu/natal'],0,[],2019-01-27 13:18:17.704006,1468,tolajobjobs
2292,Duties will include:   Assist with the d...[READ MORE] &gt;&gt;,[],['natal'],0.0,JOB,Assist::*3*||READ::*7*||,['kwazulu/natal'],1,[],2019-01-27 13:18:17.704006,1468,tolajobjobs
2293,ADMIN : Gauteng,['gauteng'],"['bath', 'gauteng\nsuperior spa']",0.0,"JOB, Eurovision",Gauteng::*2*||,['gauteng superior spa &amp; bath'],0,['gauteng superior spa'],2019-01-27 13:18:17.705301,1469,tolajobjobs
2294,Superior Spa &amp;amp; Bath - established co...[READ MORE] &gt;&gt;,['superior spa'],"['bath', 'gauteng\nsuperior spa']",0.0,"JOB, Eurovision",Superior Spa::*0*1*||Bath::*3*||READ::*7*||,['gauteng superior spa &amp; bath'],1,['gauteng superior spa'],2019-01-27 13:18:17.705301,1469,tolajobjobs
2295,ADMIN : Gauteng,['gauteng'],[],0.0,"JOB, Eurovision",Gauteng::*2*||,[],0,['gauteng'],2019-01-27 13:18:17.706409,1470,tolajobjobs
2296,Do all Administrati ve work  Have comput...[READ MORE] &gt;&gt;,[],[],0.0,"JOB, Eurovision",Administrati::*2*||READ::*7*||,[],1,['gauteng'],2019-01-27 13:18:17.706409,1470,tolajobjobs
2297,Actually Australia is perhaps won  but a Canadian (Céline Dion) won the contest in 1988 for Switzerland.,"['australia', 'canadian']","['switzerland', 'céline dion', 'australia']",0.0,Eurovision,Actually Australia::*0*1*||Canadian::*7*||Céline Dion::*8*9*||Switzerland::*16*||,"['australia', 'dion', 'switzerland']",0,['australia'],2019-01-27 13:18:17.707351,1471,lisefalardeau
2298,ACID  ATTACKS: The UK is now the acid attack capital of the world.,['uk'],['uk'],0.0,nan,ACID ATTACKS::*0*1*||UK::*3*||,['uk'],0,['uk'],2019-01-27 13:18:17.708431,1472,trader_sam
2299,"Thankfully, they Brexited.",['brexited'],['uk'],0.0,nan,nan,['uk'],1,['uk'],2019-01-27 13:18:17.708431,1472,trader_sam
2300,A top 10 finish for !,[],[],0.0,"AUS, SBSEurovision, Eurovision",,[],0,[],2019-01-27 13:18:17.709284,1473,esc_hdub
2301,Nice work @isaiahofficial!,[],[],0.0,"AUS, SBSEurovision, Eurovision",,[],1,[],2019-01-27 13:18:17.709284,1473,esc_hdub
2302,🇦🇺,[],[],0.0,"AUS, SBSEurovision, Eurovision",,[],2,[],2019-01-27 13:18:17.709284,1473,esc_hdub
2303,A reminder of Australia's important place in Europe.,"['australia', 'europe']","['australia', 'europe']",0.0,"12points, Eurovision",Australia's::*3*||Europe::*7*||,"['australia', 'europe']",0,[],2019-01-27 13:18:17.709911,1474,swagasugaa
2304,A new meme has been born.,[],[],0.0,Eurovision,,[],0,[],2019-01-27 13:18:17.710564,1475,that_rachael
2305,Thank you,[],[],0.0,Eurovision,nan,[],1,[],2019-01-27 13:18:17.710564,1475,that_rachael
2306,"A hard border it is then, Ireland.",['ireland'],['ireland'],0.0,Eurovision,Ireland::*6*||,['ireland'],0,[],2019-01-27 13:18:17.710991,1476,LapwingPD972
2307,5th to 2nd to 9TH at .,[],['uk'],0.0,Eurovision,2nd::*2*||9TH::*4*||,['uk'],0,[],2019-01-27 13:18:17.711458,1477,mcowling065
